onset	duration	run_number	trial_number	image_contrast	image_num
983.5108037	32.0093702	13	97	1	21
1015.682944	32.0038596	13	98	1	25
1047.860973	31.9948407	13	99	1	1
1080.014345	31.9949944	13	100	2	51
1112.177067	31.9987989	13	101	1	79
1144.346847	31.9958852	13	102	2	53
1176.483242	32.0031515	13	103	2	39
1208.646344	29.9945761	13	104	1	52
