onset	duration	run_number	trial_number	image_contrast	image_num
3553.22722	32.0192422	9	65	1	7
3585.406192	31.9948354	9	66	1	80
3617.55011	31.9961684	9	67	1	71
3649.713773	32.0027897	9	68	2	62
3681.875741	32.00824	9	69	1	11
3714.02916	31.9953951	9	70	1	66
3746.165239	31.9986447	9	71	2	78
3778.318434	30.0073209	9	72	1	19
