onset	duration	run_number	trial_number	image_contrast	image_num
16959.09085	32.0086347	15	113	1	59
16991.24594	32.0032771	15	114	2	65
17023.41544	31.9956182	15	115	2	13
17055.53518	31.9961875	15	116	2	20
17087.69855	31.99866	15	117	1	51
17119.8512	31.9981009	15	118	1	32
17151.98844	31.9950042	15	119	1	27
17184.1511	29.9953638	15	120	2	7
