onset	duration	run_number	trial_number	image_contrast	image_num
16089.59114	32.0087248	12	89	1	77
16121.76192	31.9967263	12	90	2	38
16153.92444	31.9948902	12	91	1	50
16186.08541	31.99581	12	92	1	19
16218.24925	32.0086623	12	93	2	14
16250.42712	31.9971949	12	94	1	75
16282.54634	31.9980526	12	95	1	41
16314.70041	29.9996788	12	96	2	64
