onset	duration	run_number	trial_number	image_contrast	image_num
17806.30287	32.016719	18	137	1	36
17838.47466	32.0029492	18	138	2	5
17870.63476	31.9966638	18	139	2	55
17902.79718	31.9957299	18	140	1	62
17934.96871	32.0076188	18	141	1	25
17967.11295	31.9985864	18	142	1	12
17999.25784	31.9967239	18	143	2	78
18031.41245	29.9954652	18	144	2	4
