onset	duration	run_number	trial_number	image_contrast	image_num
10413.95731	32.0079659	7	49	2	3
10446.12795	32.0026574	7	50	1	20
10478.28919	31.9960574	7	51	1	72
10510.45829	31.9965813	7	52	2	77
10542.63013	32.0093591	7	53	1	7
10574.79127	32.000325	7	54	1	13
10606.92754	31.9955587	7	55	2	22
10639.06601	29.9951394	7	56	2	57
