onset	duration	run_number	trial_number	image_contrast	image_num
9773.449066	32.0195319	5	33	2	36
9805.645491	32.0035184	5	34	2	12
9837.840245	31.9951137	5	35	1	40
9869.976807	31.9971174	5	36	1	54
9902.140365	31.999607	5	37	1	29
9934.283915	31.9960008	5	38	1	5
9966.437237	31.9955761	5	39	2	45
9998.565663	29.9988329	5	40	1	14
