onset	duration	run_number	trial_number	image_contrast	image_num
1409.726788	32.0085604	14	105	2	7
1441.873119	32.0037937	14	106	2	60
1474.034344	31.9964097	14	107	1	14
1506.213335	31.9957463	14	108	2	54
1538.393893	32.0081702	14	109	1	68
1570.537783	31.998106	14	110	2	44
1602.682877	31.9956697	14	111	2	46
1634.810935	29.9975366	14	112	1	15
