onset	duration	run_number	trial_number	image_contrast	image_num
3335.899521	32.0171101	20	153	2	24
3368.062386	32.0026112	20	154	1	34
3400.240346	31.9972698	20	155	2	12
3432.394303	31.9962676	20	156	2	55
3464.574556	32.0089662	20	157	2	52
3496.735597	31.9978859	20	158	2	67
3528.855722	31.9952736	20	159	2	53
3561.008761	29.9970304	20	160	1	9
