onset	duration	run_number	trial_number	image_contrast	image_num
1120.502236	32.0085	13	97	2	69
1152.65679	32.0024241	13	98	1	73
1184.825237	31.9996019	13	99	1	16
1216.962859	31.9953347	13	100	2	33
1249.126557	32.0087085	13	101	2	57
1281.313307	31.9969297	13	102	2	29
1313.431831	31.9986037	13	103	1	30
1345.568689	30.0061049	13	104	1	43
