onset	duration	run_number	trial_number	image_contrast	image_num
77910.07993	32.0094726	7	49	1	21
77942.22613	32.0032073	7	50	2	44
77974.3788	31.9963824	7	51	1	58
78006.54125	31.995131	7	52	1	19
78038.7042	32.0166399	7	53	1	71
78070.88263	31.9979361	7	54	2	69
78103.00151	31.9983013	7	55	1	12
78135.17279	29.9968945	7	56	2	51
