onset	duration	run_number	trial_number	image_contrast	image_num
6422.579312	32.0092492	20	153	1	79
6454.758657	31.9966979	20	154	1	3
6486.936305	31.9964966	20	155	2	8
6519.090325	31.9964114	20	156	2	12
6551.262716	32.0069226	20	157	1	7
6583.422989	31.9977605	20	158	2	2
6615.567481	31.99586	20	159	2	67
6647.705167	30.0080132	20	160	2	80
