onset	duration	run_number	trial_number	image_contrast	image_num
4362.361832	32.0097735	13	97	2	19
4394.5503	32.0027138	13	98	1	32
4426.710712	31.9957023	13	99	1	4
4458.832141	31.9953468	13	100	2	31
4491.012109	32.0066014	13	101	1	64
4523.172057	31.9984332	13	102	2	54
4555.309131	31.9964056	13	103	1	28
4587.437144	29.99696	13	104	1	53
