onset	duration	run_number	trial_number	image_contrast	image_num
6756.842331	32.0090138	12	89	2	15
6789.030549	32.0023638	12	90	1	17
6821.199423	31.9961843	12	91	1	47
6853.320611	31.9953787	12	92	2	39
6885.482031	32.0077554	12	93	1	43
6917.64338	31.9983596	12	94	2	78
6949.81336	31.9956709	12	95	1	46
6981.983644	29.999735	12	96	1	34
