onset	duration	run_number	trial_number	image_contrast	image_num
8317.831455	32.0088918	17	129	1	28
8350.01083	32.003305	17	130	2	75
8382.171138	31.9958711	17	131	1	51
8414.292412	31.9958365	17	132	1	53
8446.446717	32.0004561	17	133	1	65
8478.608307	31.9978433	17	134	2	66
8510.727958	31.9947094	17	135	1	62
8542.84771	29.999626	17	136	2	7
