onset	duration	run_number	trial_number	image_contrast	image_num
72533.37281	32.0163689	7	49	2	61
72565.5515	32.003639	7	50	2	70
72597.71344	31.9954191	7	51	2	19
72629.88272	31.9960367	7	52	2	21
72662.03888	32.0152951	7	53	1	3
72694.18244	31.9986113	7	54	2	14
72726.32704	31.9993177	7	55	2	74
72758.4813	29.9965241	7	56	1	15
