onset	duration	run_number	trial_number	image_contrast	image_num
3249.230304	32.022745	5	33	1	71
3281.418117	32.0036521	5	34	1	44
3313.596769	31.9955004	5	35	2	70
3345.765713	31.9971234	5	36	1	7
3377.945468	32.009376	5	37	2	55
3410.090463	31.9987384	5	38	2	27
3442.260166	31.9974147	5	39	1	62
3474.414172	29.9968723	5	40	1	12
