onset	duration	run_number	trial_number	image_contrast	image_num
3581.299601	32.0085912	17	129	1	5
3613.454782	32.0035755	17	130	1	43
3645.649093	31.996073	17	131	1	49
3677.811437	31.9960827	17	132	1	57
3709.964904	32.0004422	17	133	1	16
3742.118778	31.997791	17	134	2	14
3774.273114	31.9945736	17	135	2	68
3806.408627	30.0080959	17	136	1	27
