onset	duration	run_number	trial_number	image_contrast	image_num
2968.612194	32.0095762	4	25	1	53
3000.792267	32.0029401	4	26	2	8
3032.970053	31.9966941	4	27	2	52
3065.132275	31.9953117	4	28	1	14
3097.303545	32.0091127	4	29	2	40
3129.506083	31.9991622	4	30	2	61
3161.676321	31.9959506	4	31	2	11
3193.812803	29.9954422	4	32	2	30
